merchant_id,risk_score,top_signal,recent_tpv,previous_tpv,recent_n_tx,previous_n_tx,recent_approval_rate,previous_approval_rate,bad_status_rate_recent,days_since_last_tx,median_days_between_tx,days_since_last_complaint_safe,has_safe_tx_history
10000746,72.3824,tpv_drop,0.0,37.14,0.0,1.0,0.0,1.0,0.0,95.0,34.0,6.0,True
10004482,72.1762,tpv_drop,0.0,296.35999999999996,1.0,3.0,0.0,1.0,1.0,47.0,25.0,5.0,True
10002191,71.6667,tpv_drop,0.0,139.54,0.0,1.0,0.0,1.0,0.0,178.0,28.5,10.0,True
10000656,71.4667,tpv_drop,0.0,11.9,0.0,1.0,0.0,1.0,0.0,170.0,75.0,4.0,True
10007886,71.1603,tpv_drop,0.0,19.73,0.0,1.0,0.0,1.0,0.0,153.0,52.0,11.0,True
10008129,71.0,tpv_drop,0.0,314.43,0.0,2.0,0.0,1.0,0.0,149.0,24.5,12.0,True
10006700,70.5674,tpv_drop,0.0,27.450000000000003,1.0,2.0,0.0,1.0,1.0,82.0,47.0,2.0,True
10004711,70.5152,tpv_drop,0.0,89.41,0.0,1.0,0.0,1.0,0.0,180.0,66.0,11.0,True
10007341,69.6667,tpv_drop,0.0,1359.56,0.0,2.0,0.0,1.0,0.0,120.0,37.5,16.0,True
10001317,69.251,tpv_drop,0.0,51.61,0.0,2.0,0.0,1.0,0.0,98.0,42.5,11.0,True
10004649,69.1905,tpv_drop,0.0,164.92,0.0,2.0,0.0,1.0,0.0,109.0,63.0,6.0,True
10009017,69.1789,tpv_drop,0.0,174.17,0.0,1.0,0.0,1.0,0.0,164.0,95.0,6.0,True
10006718,68.6667,tpv_drop,0.0,442.96,0.0,1.0,0.0,1.0,0.0,138.0,36.0,19.0,True
10008611,68.6667,tpv_drop,0.0,1475.9099999999999,0.0,3.0,0.0,1.0,0.0,145.0,12.0,19.0,True
10002391,68.3333,tpv_drop,0.0,1832.06,0.0,2.0,0.0,1.0,0.0,106.0,12.5,20.0,True
10008494,68.3333,tpv_drop,0.0,109.41,1.0,3.0,0.0,1.0,1.0,90.0,30.0,,True
10006716,68.2922,tpv_drop,0.0,38.44,0.0,1.0,0.0,1.0,0.0,145.0,73.0,11.0,True
10001891,68.0,tpv_drop,0.0,35.4,0.0,1.0,0.0,1.0,0.0,147.0,25.5,21.0,True
10003394,67.88,tpv_drop,0.0,22.54,0.0,1.0,0.0,1.0,0.0,97.0,75.0,6.0,True
10007651,67.8772,tpv_drop,0.0,98.62,0.0,1.0,0.0,1.0,0.0,137.0,57.0,16.0,True
10003658,67.518,tpv_drop,0.0,98.62,0.0,1.0,0.0,1.0,0.0,163.0,139.0,6.0,True
10004238,67.3333,tpv_drop,0.0,77.61,0.0,2.0,0.0,1.0,0.0,102.0,30.0,23.0,True
10002924,67.0,tpv_drop,0.0,72.36,0.0,1.0,0.0,1.0,0.0,168.0,30.0,24.0,True
10005514,66.8333,tpv_drop,0.0,1613.78,1.0,3.0,0.0,1.0,1.0,90.0,36.0,,True
10005067,66.6842,tpv_drop,366.73,6213.47,2.0,8.0,0.5,0.75,0.5,64.0,20.0,,True
10001093,66.6667,tpv_drop,0.0,221.27,0.0,2.0,0.0,1.0,0.0,164.0,21.0,25.0,True
10005728,66.5119,tpv_drop,0.0,676.57,1.0,3.0,0.0,0.6666666666666666,1.0,67.0,28.0,,True
10005564,66.4713,tpv_drop,0.0,117.32000000000001,1.0,3.0,0.0,0.6666666666666666,1.0,69.0,29.0,,True
10004388,66.4319,tpv_drop,0.0,705.69,1.0,3.0,0.0,0.6666666666666666,1.0,84.0,35.5,296.0,True
10001462,66.3832,tpv_drop,0.0,659.0899999999999,0.0,2.0,0.0,1.0,0.0,96.0,53.5,15.0,True
10002878,66.3718,tpv_drop,0.0,328.27000000000004,1.0,3.0,0.0,0.6666666666666666,1.0,61.0,26.0,,True
10009018,66.3333,tpv_drop,0.0,170.57,0.0,1.0,0.0,1.0,0.0,170.0,85.0,17.0,True
10005325,66.2093,tpv_drop,21.04,655.15,1.0,4.0,1.0,1.0,0.0,72.0,14.0,8.0,True
10000861,66.0169,tpv_drop,0.0,252.27999999999997,1.0,3.0,0.0,1.0,1.0,88.0,39.5,,True
10003676,66.0169,tpv_drop,0.0,117.49000000000001,1.0,3.0,0.0,1.0,1.0,88.0,39.5,,True
10002421,66.0,tpv_drop,0.0,1396.92,0.0,2.0,0.0,1.0,0.0,140.0,32.0,27.0,True
10005943,65.9275,tpv_drop,0.0,107.03999999999999,1.0,4.0,0.0,0.75,1.0,40.0,18.0,,True
10000857,65.6667,tpv_drop,0.0,3.96,0.0,1.0,0.0,1.0,0.0,178.0,30.0,28.0,True
10000863,65.2424,tpv_drop,0.0,276.33,1.0,3.0,0.0,1.0,1.0,65.0,33.0,,True
10008935,65.2381,tpv_drop,0.0,201.19,0.0,1.0,0.0,1.0,0.0,131.0,63.0,21.0,True
10007760,65.0256,tpv_drop,0.0,103.16,1.0,3.0,0.0,0.6666666666666666,1.0,74.0,39.0,246.0,True
10000009,65.0,tpv_drop,0.0,91.88,0.0,1.0,0.0,1.0,0.0,116.0,30.0,,True
10000014,65.0,tpv_drop,0.0,140.75,0.0,3.0,0.0,1.0,0.0,127.0,29.0,50.0,True
10000027,65.0,tpv_drop,0.0,171.44,0.0,3.0,0.0,1.0,0.0,121.0,39.0,,True
10000051,65.0,tpv_drop,0.0,77.66,0.0,2.0,0.0,0.5,0.0,136.0,41.0,,True
10000083,65.0,tpv_drop,0.0,417.99,0.0,1.0,0.0,1.0,0.0,176.0,48.5,75.0,True
10000104,65.0,tpv_drop,0.0,1964.75,0.0,4.0,0.0,1.0,0.0,99.0,16.0,166.0,True
10000160,65.0,tpv_drop,0.0,397.66999999999996,0.0,2.0,0.0,1.0,0.0,146.0,35.0,,True
10000165,65.0,tpv_drop,0.0,79.41,0.0,2.0,0.0,1.0,0.0,96.0,22.0,232.0,True
10000168,65.0,tpv_drop,0.0,73.67,0.0,1.0,0.0,1.0,0.0,154.0,48.0,,True
10000199,65.0,tpv_drop,0.0,90.13,0.0,1.0,0.0,1.0,0.0,175.0,32.0,,True
10000212,65.0,tpv_drop,0.0,23.87,0.0,1.0,0.0,1.0,0.0,125.0,30.0,53.0,True
10000238,65.0,tpv_drop,0.0,170.51,0.0,2.0,0.0,1.0,0.0,129.0,30.0,,True
10000243,65.0,tpv_drop,0.0,768.8299999999999,0.0,2.0,0.0,1.0,0.0,147.0,28.0,,True
10000248,65.0,tpv_drop,0.0,77.24,0.0,1.0,0.0,1.0,0.0,159.0,45.0,,True
10000285,65.0,tpv_drop,0.0,619.3,0.0,2.0,0.0,1.0,0.0,105.0,28.0,,True
10000298,65.0,tpv_drop,0.0,34.09,0.0,2.0,0.0,0.5,0.0,94.0,21.0,,True
10000317,65.0,tpv_drop,0.0,68.95,0.0,2.0,0.0,0.5,0.0,99.0,30.0,,True
10000352,65.0,tpv_drop,0.0,91.8,0.0,1.0,0.0,1.0,0.0,181.0,21.0,,True
10000360,65.0,tpv_drop,0.0,146.1,0.0,1.0,0.0,1.0,0.0,146.0,41.0,,True
10000400,65.0,tpv_drop,0.0,2253.2599999999998,0.0,3.0,0.0,1.0,0.0,95.0,27.5,,True
10000407,65.0,tpv_drop,0.0,13.170000000000002,0.0,2.0,0.0,1.0,0.0,104.0,21.0,,True
10000428,65.0,tpv_drop,0.0,177.0,0.0,2.0,0.0,1.0,0.0,148.0,30.0,344.0,True
10000441,65.0,tpv_drop,0.0,18.36,0.0,1.0,0.0,1.0,0.0,175.0,52.5,290.0,True
10000468,65.0,tpv_drop,0.0,27.94,0.0,1.0,0.0,1.0,0.0,143.0,44.0,277.0,True
10000477,65.0,tpv_drop,0.0,1919.85,0.0,3.0,0.0,1.0,0.0,97.0,26.0,,True
10000510,65.0,tpv_drop,0.0,33.32,0.0,1.0,0.0,1.0,0.0,164.0,34.5,354.0,True
10000527,65.0,tpv_drop,0.0,49.01,0.0,2.0,0.0,1.0,0.0,167.0,23.0,,True
10000538,65.0,tpv_drop,0.0,111.3,0.0,2.0,0.0,1.0,0.0,144.0,18.0,85.0,True
10000566,65.0,tpv_drop,0.0,14.24,0.0,1.0,0.0,1.0,0.0,176.0,42.0,214.0,True
10000574,65.0,tpv_drop,0.0,118.34,0.0,1.0,0.0,1.0,0.0,145.0,39.5,,True
10000577,65.0,tpv_drop,0.0,31.0,0.0,2.0,0.0,0.5,0.0,143.0,20.5,,True
10000580,65.0,tpv_drop,0.0,1164.04,0.0,2.0,0.0,1.0,0.0,144.0,42.0,,True
10000607,65.0,tpv_drop,0.0,229.11,0.0,2.0,0.0,1.0,0.0,161.0,31.0,,True
10000611,65.0,tpv_drop,0.0,399.52,0.0,1.0,0.0,1.0,0.0,124.0,37.5,328.0,True
10000632,65.0,tpv_drop,0.0,304.87,0.0,2.0,0.0,0.5,0.0,162.0,48.0,,True
10000636,65.0,tpv_drop,0.0,28.35,0.0,2.0,0.0,1.0,0.0,136.0,14.0,,True
10000660,65.0,tpv_drop,0.0,3565.9100000000003,0.0,2.0,0.0,1.0,0.0,172.0,51.0,,True
10000709,65.0,tpv_drop,0.0,130.16,0.0,1.0,0.0,1.0,0.0,173.0,37.5,,True
10000715,65.0,tpv_drop,0.0,78.38,0.0,2.0,0.0,0.5,0.0,145.0,21.0,,True
10000718,65.0,tpv_drop,0.0,37.67,0.0,1.0,0.0,1.0,0.0,123.0,33.0,109.0,True
10000719,65.0,tpv_drop,0.0,320.74,0.0,2.0,0.0,1.0,0.0,157.0,21.0,,True
10000722,65.0,tpv_drop,0.0,486.18,0.0,2.0,0.0,0.5,0.0,167.0,39.0,285.0,True
10000726,65.0,tpv_drop,0.0,847.26,0.0,1.0,0.0,1.0,0.0,139.0,23.0,,True
10000728,65.0,tpv_drop,0.0,1770.71,0.0,1.0,0.0,1.0,0.0,174.0,47.0,,True
10000740,65.0,tpv_drop,0.0,174.21,0.0,2.0,0.0,1.0,0.0,141.0,21.0,,True
10000759,65.0,tpv_drop,0.0,40.99,0.0,1.0,0.0,1.0,0.0,97.0,16.0,,True
10000764,65.0,tpv_drop,0.0,95.27,0.0,1.0,0.0,1.0,0.0,152.0,50.0,,True
10000778,65.0,tpv_drop,0.0,115.19,0.0,2.0,0.0,1.0,0.0,134.0,44.5,,True
10000794,65.0,tpv_drop,0.0,157.85,0.0,2.0,0.0,1.0,0.0,118.0,33.0,,True
10000812,65.0,tpv_drop,0.0,212.33,0.0,2.0,0.0,1.0,0.0,101.0,31.0,,True
10000838,65.0,tpv_drop,0.0,40.21,0.0,1.0,0.0,1.0,0.0,106.0,27.0,,True
10000879,65.0,tpv_drop,0.0,328.33000000000004,0.0,3.0,0.0,1.0,0.0,95.0,15.5,68.0,True
10000888,65.0,tpv_drop,0.0,31.949999999999996,0.0,2.0,0.0,1.0,0.0,155.0,31.5,,True
10000917,65.0,tpv_drop,0.0,155.31,0.0,4.0,0.0,1.0,0.0,96.0,30.5,,True
10000937,65.0,tpv_drop,0.0,172.04000000000002,0.0,2.0,0.0,1.0,0.0,149.0,35.5,,True
10000942,65.0,tpv_drop,0.0,252.27,0.0,1.0,0.0,1.0,0.0,121.0,35.0,,True
10000964,65.0,tpv_drop,0.0,54.16,0.0,1.0,0.0,1.0,0.0,114.0,22.0,,True
10000971,65.0,tpv_drop,0.0,373.29,0.0,3.0,0.0,1.0,0.0,125.0,19.5,328.0,True
10000976,65.0,tpv_drop,0.0,432.74,0.0,3.0,0.0,0.6666666666666666,0.0,101.0,24.0,,True
10001027,65.0,tpv_drop,0.0,13.61,0.0,1.0,0.0,1.0,0.0,123.0,33.0,,True
10001061,65.0,tpv_drop,0.0,71.6,0.0,1.0,0.0,1.0,0.0,128.0,33.5,,True
10001070,65.0,tpv_drop,0.0,45.46,0.0,1.0,0.0,1.0,0.0,174.0,56.0,,True
10001085,65.0,tpv_drop,0.0,132.45999999999998,0.0,2.0,0.0,1.0,0.0,155.0,34.0,,True
10001095,65.0,tpv_drop,0.0,441.37,0.0,3.0,0.0,1.0,0.0,148.0,21.0,,True
10001096,65.0,tpv_drop,0.0,14039.779999999999,0.0,2.0,0.0,1.0,0.0,170.0,25.5,,True
10001119,65.0,tpv_drop,0.0,14.21,0.0,1.0,0.0,1.0,0.0,171.0,32.0,,True
10001143,65.0,tpv_drop,0.0,250.12,0.0,3.0,0.0,1.0,0.0,97.0,30.0,,True
10001150,65.0,tpv_drop,0.0,18.32,0.0,1.0,0.0,1.0,0.0,126.0,31.0,76.0,True
10001187,65.0,tpv_drop,0.0,88.12,0.0,1.0,0.0,1.0,0.0,166.0,41.0,,True
10001190,65.0,tpv_drop,0.0,286.4,0.0,1.0,0.0,1.0,0.0,156.0,31.0,,True
10001203,65.0,tpv_drop,0.0,60.27,0.0,1.0,0.0,1.0,0.0,158.0,46.0,272.0,True
10001213,65.0,tpv_drop,0.0,241.85999999999999,0.0,3.0,0.0,1.0,0.0,96.0,18.0,,True
10001253,65.0,tpv_drop,0.0,94.03999999999999,0.0,2.0,0.0,1.0,0.0,129.0,41.0,126.0,True
10001261,65.0,tpv_drop,0.0,9.92,0.0,1.0,0.0,1.0,0.0,107.0,17.0,289.0,True
10001265,65.0,tpv_drop,0.0,69.3,0.0,1.0,0.0,1.0,0.0,136.0,33.0,253.0,True
10001270,65.0,tpv_drop,0.0,1520.13,0.0,4.0,0.0,1.0,0.0,93.0,31.0,364.0,True
10001286,65.0,tpv_drop,0.0,480.24,0.0,2.0,0.0,1.0,0.0,159.0,31.0,239.0,True
10001321,65.0,tpv_drop,0.0,119.09,0.0,2.0,0.0,1.0,0.0,133.0,42.0,,True
10001333,65.0,tpv_drop,0.0,391.62,0.0,1.0,0.0,1.0,0.0,132.0,25.5,,True
10001352,65.0,tpv_drop,0.0,171.17999999999998,0.0,4.0,0.0,1.0,0.0,159.0,25.0,,True
10001360,65.0,tpv_drop,0.0,1568.18,0.0,1.0,0.0,1.0,0.0,158.0,39.0,168.0,True
10001374,65.0,tpv_drop,0.0,340.52000000000004,0.0,3.0,0.0,1.0,0.0,109.0,25.0,269.0,True
10001412,65.0,tpv_drop,0.0,142.81,0.0,1.0,0.0,1.0,0.0,140.0,44.0,358.0,True
10001416,65.0,tpv_drop,0.0,21.78,0.0,1.0,0.0,1.0,0.0,122.0,39.0,,True
10001417,65.0,tpv_drop,0.0,275.83000000000004,0.0,2.0,0.0,1.0,0.0,135.0,30.0,,True
10001421,65.0,tpv_drop,0.0,1847.46,0.0,4.0,0.0,1.0,0.0,110.0,34.0,,True
10001424,65.0,tpv_drop,0.0,107.39,0.0,1.0,0.0,1.0,0.0,130.0,32.5,327.0,True
10001429,65.0,tpv_drop,0.0,276.67,0.0,1.0,0.0,1.0,0.0,177.0,15.0,,True
10001437,65.0,tpv_drop,0.0,1306.47,0.0,4.0,0.0,1.0,0.0,124.0,30.0,,True
10001451,65.0,tpv_drop,0.0,47.599999999999994,0.0,2.0,0.0,1.0,0.0,103.0,22.0,,True
10001452,65.0,tpv_drop,0.0,132.69,0.0,1.0,0.0,1.0,0.0,120.0,18.0,,True
10001493,65.0,tpv_drop,0.0,503.39,0.0,4.0,0.0,1.0,0.0,112.0,14.0,,True
10001511,65.0,tpv_drop,0.0,100.91,0.0,2.0,0.0,1.0,0.0,146.0,34.0,140.0,True
10001555,65.0,tpv_drop,0.0,29.82,0.0,2.0,0.0,0.5,0.0,121.0,29.0,,True
10001561,65.0,tpv_drop,0.0,377.98,0.0,4.0,0.0,0.75,0.0,107.0,16.0,114.0,True
10001576,65.0,tpv_drop,0.0,40.5,0.0,1.0,0.0,1.0,0.0,172.0,53.0,,True
10001584,65.0,tpv_drop,0.0,80.33,0.0,1.0,0.0,1.0,0.0,175.0,30.0,261.0,True
10001601,65.0,tpv_drop,0.0,72.81,0.0,1.0,0.0,1.0,0.0,120.0,40.0,,True
10001604,65.0,tpv_drop,0.0,519.43,0.0,1.0,0.0,1.0,0.0,163.0,33.0,,True
10001663,65.0,tpv_drop,0.0,31.91,0.0,3.0,0.0,0.6666666666666666,0.0,155.0,32.0,,True
10001677,65.0,tpv_drop,0.0,121.87,0.0,2.0,0.0,1.0,0.0,101.0,29.5,,True
10001687,65.0,tpv_drop,0.0,78.86,0.0,2.0,0.0,1.0,0.0,124.0,36.0,,True
10001692,65.0,tpv_drop,0.0,16.64,0.0,1.0,0.0,1.0,0.0,134.0,42.0,,True
10001695,65.0,tpv_drop,0.0,83.18,0.0,2.0,0.0,1.0,0.0,161.0,31.0,,True
10001707,65.0,tpv_drop,0.0,24.75,0.0,1.0,0.0,1.0,0.0,164.0,41.0,,True
10001717,65.0,tpv_drop,0.0,38.53,0.0,1.0,0.0,1.0,0.0,157.0,51.0,,True
10001760,65.0,tpv_drop,0.0,3114.14,0.0,1.0,0.0,1.0,0.0,162.0,52.5,,True
10001774,65.0,tpv_drop,0.0,77.16,0.0,1.0,0.0,1.0,0.0,141.0,25.5,,True
10001828,65.0,tpv_drop,0.0,179.14,0.0,2.0,0.0,1.0,0.0,150.0,33.0,,True
10001853,65.0,tpv_drop,0.0,181.79,0.0,1.0,0.0,1.0,0.0,162.0,44.0,,True
10001874,65.0,tpv_drop,0.0,76.24,0.0,2.0,0.0,0.5,0.0,117.0,38.0,,True
10001875,65.0,tpv_drop,0.0,502.7,0.0,1.0,0.0,1.0,0.0,147.0,41.0,,True
10001900,65.0,tpv_drop,0.0,43.93,0.0,3.0,0.0,0.6666666666666666,0.0,149.0,31.0,,True
10001933,65.0,tpv_drop,0.0,1845.15,0.0,2.0,0.0,1.0,0.0,150.0,36.0,,True
10001942,65.0,tpv_drop,0.0,140.27,0.0,1.0,0.0,1.0,0.0,95.0,29.0,,True
10001948,65.0,tpv_drop,0.0,1600.4099999999999,0.0,2.0,0.0,1.0,0.0,98.0,25.0,,True
10001970,65.0,tpv_drop,0.0,56.61,0.0,1.0,0.0,1.0,0.0,139.0,25.0,,True
10001977,65.0,tpv_drop,0.0,16.28,0.0,1.0,0.0,1.0,0.0,166.0,40.0,150.0,True
10002001,65.0,tpv_drop,0.0,46.39,0.0,2.0,0.0,1.0,0.0,165.0,39.0,,True
10002029,65.0,tpv_drop,0.0,28.52,0.0,1.0,0.0,1.0,0.0,106.0,25.0,,True
